cities,distance,runtime_ms,samples
4,1136.30,0.17,6
8,1386.16,1.83,6
12,1486.25,65.00,6
16,1608.22,1787.34,6
17,1610.33,3776.23,6
18,1871.05,8275.40,6
19,1913.07,18796.94,1
20,1932.15,42742.46,1
21,1970.68,109406.26,1
22,1971.21,237327.87,1
5,1136.73,0.17,6
10,1451.53,23.01,6
15,1602.63,919.96,6
6,1205.34,0.17,6
7,1381.09,0.83,6
9,1433.24,5.00,6
11,1481.27,29.12,6
13,1494.66,152.46,6
14,1526.43,336.71,6
